Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
ANKH	0.468592917	0.418368646
MAP7	-0.146073333	0.418420111
KDM5D	-0.5973675	0.418463927
SHROOM3	-0.150812083	0.418479974
DAXX	0.178694583	0.418481334
FGFBP2	0.39220375	0.418534439
CA10	0.041735417	0.418551999
KRTAP12-3	-0.128442083	0.418629199
AKAP3	-0.075422917	0.418714432
C12orf50	-0.042202917	0.418737557
CYB5A	-1.16506875	0.418767115
ALOX12P2	0.296235833	0.418797976
RETSAT	-0.16321	0.418849468
KLRF1	0.0680925	0.418879319
SPATA31E1	-0.067912917	0.418893114
CYP1A2	-0.124449583	0.418914945
FGF12	-0.069525417	0.418985715
OR4K17	0.05429125	0.419040677
PTPRK	0.422997917	0.419046981
LOC51145	0.09720125	0.419055581
AARSD1	-0.192405833	0.419079174
ZNF425	-0.072860833	0.419087175
C12orf75	-0.484960833	0.41911504
LOC100130924	-0.087959583	0.419120401
SLC22A16	0.208419167	0.41916583
C12orf43	-0.064146667	0.419176917
GGA3	-0.135535833	0.419200637
LCE3C	0.100834167	0.419303561
POLD2	-0.14925625	0.419320976
STK10	0.23972625	0.419400849
EAF2	0.25252875	0.419411877
SCGB1D4	-0.031784167	0.419427461
MED28	-0.194172083	0.419456901
TMEM72	-0.093001667	0.419473465
NRM	0.262230417	0.419506049
NRM	0.262230417	0.419506049
SEC14L4	-0.103415	0.419534013
UFD1L	-0.125702083	0.419622405
DIO3OS	-0.09066375	0.419700384
ZNF623	-0.206143333	0.41973408
ERC1	-0.212127083	0.419876939
RGSL1	-0.077332083	0.419917398
GNAQ	0.51463875	0.419965137
AMHR2	-0.074322083	0.41997991
PTCRA	-0.099367917	0.420001079
PSMG2	-0.10108625	0.420032636
HINT3	-0.231578333	0.420108723
FBXO6	-0.105769167	0.42015391
FCRL1	0.59637875	0.420261658
LOC400943	-0.093372083	0.420277718
FUK	0.093977083	0.42033787
MYO1B	0.553332083	0.420358072
USP11	0.177587083	0.420485858
EVPL	0.118019167	0.420486128
NTHL1	-0.07531875	0.420520142
PRMT1	-0.096689167	0.420550006
TJAP1	-0.13582375	0.420641431
RPL31	0.31144	0.420790883
MGC72080	0.137603333	0.420823516
YTHDC1	0.128685	0.420845731
NOP2	-0.174727083	0.420894197
KCNQ3	-0.0688725	0.420904935
YAP1	-0.06536875	0.420912315
OSTM1	-0.242268333	0.421018991
FAM99A	-0.182345833	0.42113514
ZNF880	-0.312419583	0.421189898
CDC40	-0.243379583	0.421307674
C19orf52	-0.07039	0.421359142
TAPT1-AS1	-0.131802083	0.421422865
HSPB11	0.09700625	0.421432681
KLF8	-0.141455	0.421502159
CHRDL1	-0.111112917	0.421620074
CSMD2	0.052135	0.421647412
TNFRSF13B	0.24107875	0.421652113
MMRN1	-0.304222917	0.421701171
TBC1D14	0.2967675	0.421837271
GUCY1B2	-0.1203325	0.421841982
LAMTOR5	-0.15668875	0.421874945
OR2A2	-0.109584583	0.422011159
AARS	0.096375	0.422078995
INTS10	-0.27269875	0.422211444
IL32	0.443710417	0.422219678
DNAJB6	0.239730417	0.422292752
CRYBA4	-0.079442917	0.422309873
MIB1	0.173484167	0.42231791
LIG1	0.130906667	0.422413717
MUC17	-0.100203333	0.422575798
HAPLN4	0.117888333	0.422628727
ARL15	0.232370417	0.422652246
XRCC1	-0.11140125	0.422667383
N4BP2	0.311114583	0.422684834
TREML4	-0.11215875	0.422773824
SNX13	-0.204325417	0.422809465
ETV3	-0.172267917	0.422813314
HRH3	0.062401667	0.422911394
NEXN	-0.19065625	0.422952156
LOC100129785	0.088992917	0.422981681
C17orf50	-0.053965833	0.423011178
WRAP73	0.16984125	0.423013347
RING1	0.141428333	0.423249034
CCDC42	-0.04487	0.423366562
TFRC	-0.309701667	0.423408723
FCHSD2	0.200485833	0.42350644
SEC61G	-0.147235	0.423531726
TCF4	-0.794627917	0.42354025
CACNB3	-0.20807875	0.423576733
DNAJB11	-0.1602875	0.423584523
DNAJB13	0.063718333	0.423586959
RPS28	0.096316667	0.423629414
BCKDK	0.1731775	0.423642477
GIGYF1	-0.176093333	0.423695604
SFRP5	-0.13278125	0.423729391
PAX2	-0.08673625	0.42374667
AGO1	0.161155417	0.423834783
C1orf95	-0.0688375	0.42387564
ZNF627	-0.27015125	0.423887373
MINPP1	-0.468117917	0.423930372
ZSCAN23	-0.1077725	0.423945638
C7orf25	-0.105204583	0.424008988
MAN1A1	-0.954019167	0.424026256
CDT1	0.191944167	0.424028328
PIP	-0.086629167	0.424041775
CPSF6	-0.16089125	0.424051877
GLRA1	0.064581667	0.424081716
PROM2	-0.047519167	0.424192227
RPL27A	0.151554167	0.424245297
PDLIM4	0.066950417	0.424334787
AKT2	0.1183425	0.424352324
PIRT	-0.06062125	0.424396192
SLC2A1	0.203870833	0.42440914
ELOVL7	-0.38570125	0.424443274
RPL27	0.135874583	0.424495053
SORL1	0.63683	0.424505653
PPL	-0.082955417	0.424568671
OR5M3	-0.14979	0.424810436
ZNF514	0.227450833	0.42482165
RESP18	0.064789583	0.424936552
C8orf22	-0.253522083	0.424939356
CSPP1	-0.152542917	0.4249582
STARD6	0.05062375	0.425074162
ST20-AS1	0.1208825	0.425139642
LRRC28	0.148385	0.425148533
KRTAP10-12	0.129924167	0.425179769
NUP155	0.20248375	0.425335663
C12orf29	-0.180858333	0.425439814
PAQR8	0.34009125	0.425515036
SLC2A11	0.097707917	0.425540156
CAPS	-0.10536875	0.425846817
ACADM	0.238858333	0.425890746
LOC646029	-0.136025	0.425901913
REEP1	-0.08009	0.425904873
ATP8A1	0.4611975	0.425911649
ATP6V0A4	-0.102665417	0.425914
SRRM1	0.082895417	0.42600074
KIAA1107	-0.125310833	0.426110863
HES4	0.08500875	0.426204316
CRHR2	-0.082704167	0.426248304
SPIDR	-0.154286667	0.426333298
CHID1	0.1398425	0.426439566
IL12A	0.13264625	0.426524405
KRT3	-0.08002375	0.426666306
FANCC	0.21865625	0.426675583
ZNF8	0.186829583	0.426706078
HCN4	-0.08147	0.426771494
TEX13A	-0.044887917	0.426815389
HKR1	-0.203969167	0.426840345
SF3B4	-0.113453333	0.426878878
AMER1	-0.292465833	0.426954275
CD200R1L	0.04428125	0.427099619
TDRD3	-0.15915625	0.427103096
RNFT1	-0.147503333	0.427115252
ZC3H8	0.123345833	0.42713509
KLHL14	0.427079167	0.427164911
ZBTB34	0.2035675	0.427212096
MYT1L	-0.05275875	0.427214584
ARRDC2	-0.14320875	0.427248518
SPERT	0.064467083	0.427268651
BBOX1	0.041130833	0.427339819
LYAR	-0.210245	0.427384791
STAT2	0.25299	0.427540493
PYCR2	0.138755417	0.427593159
CYCS	0.17680375	0.427703134
BAZ1A	0.150908333	0.427785665
TIMM17A	-0.202815833	0.427861622
C1orf27	-0.250132917	0.427925897
TBL2	-0.115105833	0.427955413
OTOL1	-0.0677625	0.42802265
TSPYL1	-0.133653333	0.428034843
LINC00083	-0.09080875	0.428041639
C19orf26	-0.091189167	0.42814911
ZNF645	-0.078174583	0.428182781
SNX30	0.3336525	0.428206689
RPLP0	0.1014625	0.428209839
GBP4	-0.578786667	0.428241107
CD52	0.66708125	0.428330195
RPS28	0.098775	0.428474951
GPR27	-0.107483333	0.428509027
TRIO	0.46427625	0.428614057
GOLGA2	0.065901667	0.42863507
BRF1	-0.151865	0.428639478
C7orf50	-0.1535675	0.428653335
PHAX	-0.175410833	0.428736765
LRRFIP1	0.3330625	0.428762965
UBAP2	0.144338333	0.428772042
ZNF343	-0.1490525	0.428829506
CDCA8	0.080559167	0.428860322
CACHD1	-0.41936625	0.428908738
MTIF2	0.166769583	0.429048825
POLR2I	-0.0890225	0.429050306
SGSM3	0.223245	0.429226815
BLOC1S2	-0.116339167	0.42923726
GTF2E1	-0.20498	0.429261708
PKNOX2	-0.0900075	0.42928643
GP5	-0.098302083	0.429361055
TADA2B	-0.193512083	0.429367274
RARS	-0.22994875	0.429438814
C11orf45	-0.063913333	0.429572664
GRB2	0.2334725	0.42970967
LIPA	0.167445417	0.429773397
PLG	0.132087917	0.429775195
ATP1A4	0.067260417	0.429794276
RNLS	0.172892917	0.429872324
TCTN3	0.320486667	0.429968516
LGSN	0.032722917	0.430010067
SOX10	0.049134583	0.4301868
LOC150596	-0.02581375	0.430238737
CRY1	0.509546667	0.43026101
REEP6	0.138709583	0.430383772
SLC25A10	-0.155665417	0.430396457
LIPC	0.21728625	0.430482606
TMEM252	0.089665417	0.430642795
CFAP44	-0.266521667	0.430653861
LIF	0.098249583	0.430666495
ITCH	-0.16772875	0.430680775
RSL24D1	-0.094462083	0.430693539
TTC39B	-0.228582083	0.430812269
ASB3	0.201740833	0.430815925
ABCC10	0.150027917	0.430934823
PRPF3	-0.29752625	0.43095406
GABPB2	0.217646667	0.430960105
LOC643549	0.122019583	0.430976091
SHROOM4	-0.051775833	0.431152481
PIGP	-0.128367917	0.431213368
SLC39A12	-0.043386667	0.431228687
COL4A6	-0.04496375	0.431249342
TMEM42	-0.121519167	0.431260894
DLG3	-0.361389167	0.431303856
LHFPL2	0.669422083	0.431543267
DNAL1	-0.189329167	0.431568218
APOA4	-0.087102083	0.431608122
AGPAT9	0.533919583	0.431627336
EIF4H	0.107179167	0.431651126
SLC45A3	0.274791667	0.431744383
THRSP	0.11466375	0.431750013
CLEC2D	0.594900417	0.431783432
ZNRD1	-0.181156667	0.431830047
SNORD15B	0.27611375	0.431864663
NDUFB1	0.133201667	0.43188104
C11orf44	-0.077953333	0.431942798
TNFRSF21	-0.30981625	0.431974245
PRL	-0.847797917	0.431975192
PRTG	0.518484583	0.431982368
DKFZp779M0652	-0.119654167	0.432058839
TAS2R41	-0.110655417	0.432190181
BCL2	-0.443564167	0.432241517
ANXA2P3	-0.072295	0.43225965
PTPRZ1	0.769795417	0.432304316
SKIL	0.254172917	0.432417416
RASA2	-0.432054583	0.432429177
HEATR4	-0.052797083	0.432465669
LOC286359	0.083386667	0.432468751
SSPN	-0.086368333	0.432477428
APOA2	0.07564125	0.432678425
TRAF3	-0.46898875	0.432719238
SPRR2B	0.083357917	0.432750176
OR5M11	0.043973333	0.432774844
SYT5	-0.09246125	0.433008481
ZNF35	0.354034167	0.433012934
RPL19	-0.084946667	0.433046842
NR2C2AP	0.149155417	0.433110819
CFAP126	0.071329583	0.433111548
SLC5A9	-0.105254583	0.433350623
CDC14B	-0.134820417	0.433353675
INSL3	-0.084304583	0.433409918
KRT31	-0.10353125	0.433431143
PTPRR	0.403229583	0.433448221
ACYP2	0.171869583	0.433527372
IL21R	0.622939167	0.433546846
SMIM8	0.240025833	0.43358704
ENTPD3	0.121783333	0.433597851
RDM1	-0.207659583	0.433615397
OR51E1	-0.039647083	0.433636275
ANO8	0.096537917	0.433670975
WNK3	-0.030332083	0.433730991
CAT	0.14207875	0.433734077
CBLC	-0.084396667	0.433808308
RNU5B-1	0.234344167	0.433847787
BAZ2B	0.36844875	0.433872275
ZMAT4	-0.083394583	0.433919602
SSTR2	-0.537304583	0.434022976
DIRAS2	-0.084535833	0.434034504
FLVCR1	-0.244542083	0.434051745
TCL1A	0.92012	0.434142043
CNOT10	-0.09570875	0.434187635
C11orf65	0.186915833	0.434196932
ZNF85	-0.417763333	0.43421815
C1D	-0.1533925	0.434227694
CHST8	-0.040600833	0.434292518
MRPS12	0.08766375	0.434364764
LRRC3	-0.07740875	0.434414704
LYZL2	-0.06852625	0.434556883
RPL10A	0.116008333	0.434622933
CCDC83	-0.0401025	0.434630076
ACADS	0.13948125	0.434631062
OCLN	-0.285018333	0.434689016
PCDHB13	-0.0703075	0.434717163
ADAM6	0.05203	0.434719567
PSMD9	0.141369583	0.434775129
CBY1	0.090864167	0.43479851
CCDC84	-0.221774583	0.434852937
FRMPD2	0.245620833	0.435009481
RAB40C	0.097415	0.43501372
ARFGEF2	0.140570833	0.435029635
LPIN1	-0.754422917	0.435107475
FAM110C	-0.092537917	0.435213224
ASB1	0.09796625	0.435581021
TAP2	0.221712083	0.435610994
KRT19P2	-0.088249583	0.435735752
OLFML1	-0.078678333	0.435784089
RALGPS1	0.138105833	0.435861326
IRF2BP2	-0.304438333	0.435973929
CCDC178	0.059273333	0.435998304
NPDC1	-0.101411667	0.436046791
LOC124685	-0.11161875	0.436145709
TCEA1	0.1494875	0.436150502
LARGE	0.4292525	0.436277835
TCF7L1	-0.073501667	0.436345665
PRKD2	0.211579167	0.436364885
SNORD115-10	-0.060114167	0.436389149
OR52N4	0.049934583	0.436473156
DHCR7	0.3033725	0.436486312
IL2RB	0.3378075	0.436564663
ENSA	-0.102035	0.436641389
TMEM70	0.105357083	0.436688576
PP7080	0.094609167	0.436713289
POM121L4P	-0.085694583	0.436849377
RARS2	0.23196375	0.43686324
SPRTN	-0.161809167	0.436874186
PLD1	0.08765125	0.436994236
DPPA3	-0.131070417	0.437056655
TRAF2	-0.105281667	0.437083527
ENDOV	-0.066967917	0.437181045
RPL23A	0.079145833	0.437243673
GLTSCR1L	0.18848375	0.437365111
DEGS2	-0.154082083	0.437375212
TXNRD1	0.207337083	0.43739004
ZXDC	-0.0813775	0.437427047
F10	-0.074722083	0.437459257
GNAQ	0.45027	0.437607845
THRB	-0.08017125	0.437777777
AK2	0.112733333	0.437780131
TMEM123	0.191745833	0.437899893
RUVBL2	-0.110317083	0.437901881
C9orf3	0.11807375	0.437948536
ZBTB22	-0.099195	0.437973003
EPDR1	-0.47029875	0.437987672
POU1F1	-0.080657083	0.437997041
CDH19	0.035784583	0.438011704
NANP	-0.197237083	0.438018007
ALKBH6	0.135528333	0.438099868
CCDC129	-0.059422083	0.438119106
SNORD21	0.136322917	0.438219535
WWC1	-0.143468333	0.438303632
ZNF330	-0.179451667	0.438308653
CA9	-0.1497075	0.438331183
MRPL19	0.12449875	0.438332214
CAPN5	-0.065614583	0.438333009
LRRTM1	-0.077552917	0.438342637
TMEM80	0.160820833	0.438413151
PGBD2	0.190129167	0.438473379
ZXDC	-0.105389167	0.438481752
GNA14	-0.05945875	0.438509082
SMAD2	0.151437083	0.438521705
SYT3	0.067241667	0.438530569
LOC100133299	0.127907917	0.438560612
PDHA1	0.15670125	0.438603891
BRD2	0.135324167	0.438610966
CEP72	-0.129381667	0.438669625
ZNF774	-0.11268875	0.438740589
LONRF1	0.418528333	0.43876736
CDCA5	-0.181755417	0.438792981
TRIM25	0.153316667	0.43881913
ZNF423	-0.071154167	0.438926026
RHBDD1	0.217543333	0.43893339
WBP2	-0.166535833	0.43894289
GEMIN5	-0.1694575	0.438983653
CXorf36	-0.046700833	0.439030745
HEPH	0.039853333	0.439053051
ELAVL2	0.055679167	0.4390831
DNHD1	0.14836125	0.439106185
NUGGC	0.6287875	0.439150334
FIBCD1	-0.093276667	0.439173053
ZSCAN18	0.24231	0.439186819
ACOT9	0.390659583	0.439187307
BCORP1	0.168575833	0.439257458
CNBD1	-0.03394375	0.439442593
ATP2A3	0.305735833	0.439454949
LTA	0.371167917	0.439475693
TMEM99	-0.353998333	0.439531837
TRIP12	0.139591667	0.439534898
CYP26A1	-0.056100833	0.439649997
HECTD4	-0.073410833	0.439652288
ZNF384	-0.1077	0.439676384
LOC100288105	-0.11240875	0.439803851
PGM2	0.22121875	0.439817817
SCARNA14	0.066177083	0.439867487
ERMAP	-0.069975	0.439875627
ELOVL4	0.232635417	0.439956724
ANTXR1	-0.0606475	0.439962108
C15orf39	0.1689525	0.440011011
RIC3	-0.095500417	0.440037363
GHRHR	0.087115833	0.440161836
RHBDF2	0.309889583	0.440362805
RILP	0.118870417	0.440362834
ALKBH3	0.5489175	0.440369493
IRX4	-0.075792083	0.440405093
GLTSCR1	-0.08795125	0.440407109
HEMK1	0.140106667	0.440438193
OR9A2	-0.066607917	0.440544699
TAP2	0.22676625	0.440589643
LOC100287896	-0.122527083	0.440604841
TBC1D3P5	0.068044583	0.440686538
CHRNA6	0.64265	0.44071178
ELMSAN1	0.254054583	0.440749187
C20orf197	-0.08235375	0.440898774
LCE2C	-0.113973333	0.440939866
SHC1	-0.094867083	0.441008077
COL4A3BP	-0.190829167	0.441019875
PTTG3P	-0.080376667	0.441045556
SLC38A1	-0.100491667	0.441072919
PPP2CB	-0.185773333	0.441084415
IGSF3	-0.101790833	0.441191607
SRSF5	0.1219375	0.441201884
TMEM60	-0.277726667	0.441293924
SHF	-0.14472375	0.441304755
PIM2	-0.417224167	0.441352987
RSPH14	0.10772	0.441395457
TUBB4B	-0.074316667	0.441397385
MFSD6	0.303015	0.441462107
TOMM7	-0.09639	0.44150254
SHISA3	-0.214183333	0.441505361
UQCR11	-0.12465875	0.441551952
THBD	-0.063607917	0.441705423
EIF4H	0.105075	0.441851537
PADI2	0.55897	0.442021789
ZP4	0.073881667	0.442022674
NGRN	-0.143505417	0.442041417
TNFSF14	0.103222083	0.44204827
TMEM132B	0.076275833	0.442063937
ZNF689	-0.09725375	0.4421957
UNK	-0.113961667	0.442222789
FRK	0.74297125	0.442451975
POLR1A	0.146639583	0.442456057
ACRV1	0.041481667	0.442475982
ZDHHC6	-0.184835	0.44250949
DGCR14	-0.070388333	0.442550145
PRDM6	-0.066875	0.442561893
TDRD9	-0.040617917	0.442565134
DNAJA4	-0.493547083	0.442596996
ACAN	-0.078650417	0.442675856
MTCH2	-0.121820833	0.442716485
ARMC3	0.059004583	0.442747763
PRRC2C	-0.122589583	0.442748302
PRX	-0.075230833	0.442808247
PTPRD	-0.0663475	0.442929754
AKR1C6P	0.0882225	0.442932905
PPP2R5D	-0.1445475	0.442943333
HOXA-AS2	-0.045804167	0.443102906
SLC4A1	-0.067827917	0.443186646
CHRNA5	0.52629125	0.443208156
ARIH2OS	-0.06649875	0.443225579
BAIAP2-AS1	-0.07125125	0.443233202
KDELR3	-0.064479167	0.443393299
NGFRAP1	-0.237940833	0.443405295
PARP10	0.110212083	0.44344436
RNF6	-0.15561875	0.443484667
KIAA1875	-0.062612083	0.443501216
LOC645877	0.049530833	0.443508299
SLC7A14	0.060689167	0.443528703
POLR2F	0.100014167	0.443530342
ATXN7	0.084124167	0.443533289
DUOX2	-0.085170833	0.443570782
CLIC3	-0.08641875	0.443608905
7-Sep	-0.121160833	0.443724515
TMEM132E	-0.1031825	0.443728681
C1QL3	0.105285	0.44375862
DUSP1	-0.509397917	0.443791336
LGALS8	-0.531977083	0.443982273
TMEM151B	-0.096562917	0.444039272
IL36B	0.065384167	0.444046087
MOCS1	-0.05887625	0.444059449
SCNN1G	0.252802917	0.444134694
GGT5	-0.069665417	0.444237486
OR1J2	-0.04895625	0.444330817
SPATC1L	-0.141021667	0.444407175
PRPF38A	0.132222917	0.44443155
USB1	-0.1451725	0.444460207
RNF44	-0.155645833	0.44458127
KCNAB3	-0.167122917	0.44461695
TMEM62	0.210618333	0.444625097
UNC50	0.147015833	0.444634554
UBE2V1	-0.148286667	0.444667767
SAR1A	0.176907917	0.444726159
CNPY4	0.163645	0.44481735
CIB2	-0.162360417	0.444820105
C9orf129	0.14256	0.444839686
DSTN	-0.392891667	0.444888225
USP20	0.103623333	0.444913641
GFM1	0.104823333	0.444926668
LSMEM1	-0.104282083	0.444973414
CDK17	0.159684167	0.445010617
ADGRG6	0.8358725	0.445051657
PPP1R3B	0.24565	0.445121586
CA8	0.430706667	0.445194603
CEP170	-0.26702875	0.445208123
LRRC25	-0.148562917	0.445266684
MRPS21	0.23800625	0.445360109
FOXRED1	0.17454875	0.445431683
FHDC1	-0.061112083	0.445447912
CRYGA	-0.059640833	0.445568131
USP16	0.135172917	0.445680184
WDFY4	0.349781667	0.445692887
LMAN1	-0.185144167	0.445710882
FAM83C	-0.098570833	0.445745261
SLC22A15	-0.12830875	0.445841806
KCNK13	-0.1149625	0.44590861
ADAP2	0.2291875	0.445911397
KCNK9	0.091574167	0.445923808
TCERG1L	0.090389583	0.445958622
MAP3K14-AS1	-0.07936875	0.445968618
RNF7	0.137915	0.44615928
LMTK3	-0.079580833	0.446164463
NOV	-0.081291667	0.446230624
LTBP4	0.11838625	0.446262196
ORAI3	-0.152546667	0.446278546
MTHFD2	-0.17559125	0.446293706
GABBR1	0.138822083	0.446308931
COX20	-0.140253333	0.446340122
FAM111B	0.341435417	0.446449464
CAMK2G	0.115417917	0.446658076
ZNF33B	-0.175177917	0.44670735
MOB4	0.22331125	0.4467293
FA2H	0.066377083	0.446786194
SPG11	0.098398333	0.446807055
ACE	-0.07942375	0.446823044
FGD1	-0.09111875	0.446864306
FPGS	-0.19397875	0.446881319
CC2D2B	0.147630833	0.446901241
FLJ37453	0.109815833	0.446935716
BRPF3	0.175178333	0.447102495
GTF2B	-0.114909167	0.447102517
LOC1720	-0.111370833	0.44714395
CNTLN	-0.403435	0.447198189
PDCD11	0.073625417	0.447245196
HACD2	-0.35541	0.447405356
BID	-0.321205	0.447412856
ZNF185	-0.417519583	0.447447178
ATP4B	-0.086095417	0.447556795
SYT8	-0.085800417	0.447563715
OR5M8	0.033476667	0.447620483
PIK3AP1	0.20801625	0.447668783
KIF22	-0.06188875	0.447688567
ZNF654	0.268599583	0.447727312
ZNF146	-0.183737917	0.447835845
KLRG2	-0.088934583	0.447848418
RPS20P27	0.096321667	0.447874737
RLIM	-0.11511125	0.447969942
POLDIP2	0.076695	0.44799954
LIPG	0.3858525	0.448027455
LOXL2	0.416805	0.448131274
FBXL5	-0.250578333	0.448162763
FGD2	0.260130833	0.448212287
PEX14	-0.08235	0.448217362
PEPD	-0.6846375	0.448219461
C1QTNF9	0.095246667	0.448220677
SERF2	0.1799875	0.448292319
TRIM67	-0.091766667	0.448323555
IVD	0.458612083	0.448363143
CD59	0.577267083	0.448383216
KCNH5	0.043914583	0.448634256
NEUROD1	0.05659875	0.448645812
LRRC14B	-0.196598333	0.448722011
GTF3C1	-0.147915	0.448783974
C12orf49	0.164163333	0.448810909
EXO5	-0.475046667	0.448933893
CCR6	0.093788333	0.448984773
EDARADD	0.23429	0.449017334
SPTSSA	0.1121025	0.449042578
PRAMEF10	-0.0556775	0.44910518
SLAMF9	-0.058949583	0.449142954
ENGASE	-0.180463333	0.449195105
RRP7BP	0.1928575	0.449263465
FMN1	0.071184583	0.449297665
CYP11B2	-0.06403	0.449392619
ZSCAN5A	0.0932375	0.449395695
ANLN	-0.184304583	0.449451538
MUT	0.182825	0.449561545
PRPF40A	0.1023975	0.449677096
ZBTB14	-0.16623125	0.449709391
NSFL1C	0.17094	0.449742271
MATN1	-0.08787375	0.449746448
FAM83F	0.060269167	0.449818591
C11orf71	0.143042917	0.449830047
SPTAN1	0.14057875	0.449921722
KHDRBS1	0.092206667	0.449942662
TIGIT	0.491859583	0.449972868
GLS2	-0.139325833	0.449996555
PRDM11	-0.074597917	0.450013635
ELMO3	-0.03536	0.45017279
HBE1	-0.079935	0.450274115
DMD	0.2954375	0.450360271
NTSR1	-0.086080417	0.450520887
GUCY2C	0.04696875	0.450521784
HCP5	-0.692141667	0.450530335
CLEC4GP1	-0.106159167	0.450596234
TRPM3	-0.058519583	0.450618682
NDUFB7	0.12526125	0.450661754
HECTD4	0.09253625	0.450754705
RPS15	0.078879167	0.4508015
LRRC15	-0.055001667	0.45083127
C17orf70	-0.10044	0.450886151
BPIFA2	0.041110833	0.450886875
ATG7	0.113154167	0.450913265
KLHL3	0.22440375	0.451018816
AIDA	-0.122753333	0.451197777
BRD2	0.131341667	0.451236032
TPI1P2	-0.1533575	0.451268167
CORO6	-0.097315417	0.451317193
EID2B	0.096865	0.451317945
TRMT12	-0.294870833	0.451420565
EHD1	0.294364583	0.451468767
STEAP3	-0.142852083	0.45152722
NSUN3	0.270327917	0.451605657
SOWAHC	-0.065545	0.451660416
TANGO2	-0.1598475	0.451685168
LOC100131541	-0.251380417	0.451686966
HMGB1	-0.211737083	0.451706998
FAM179B	-0.180771667	0.451724779
SDCCAG3	0.114530417	0.451745894
PTGER2	0.293529167	0.451769707
L1CAM	-0.06947125	0.451786413
DAPK1	-0.075195	0.45181838
VASH2	0.36570875	0.451895147
FAM220A	-0.12769125	0.451995635
KIF22	-0.061703333	0.452014267
HJURP	0.116646667	0.452157179
SIX3	-0.036040833	0.452224581
INSR	-0.710300833	0.45225009
PTK6	0.100325	0.452308871
IQCF1	-0.050750833	0.452333521
ALKBH7	-0.133383333	0.45233473
KL	0.071532917	0.452342688
ASCC1	0.316627083	0.452425197
LOC654342	-0.143815	0.452517678
SNX21	-0.095143333	0.452535017
TRPV4	0.0651425	0.452552564
SLC22A23	-0.075844583	0.452561639
OIT3	0.060316667	0.452582062
KMT2C	-0.258882917	0.452627254
LOC100128185	-0.094269167	0.452661455
LGALS12	0.0815875	0.4527223
DTWD2	0.143321667	0.452748109
CTR9	0.180876667	0.452783445
FAR2	0.290220417	0.452783509
GNAT1	0.072302917	0.452806862
CFB	-0.058580417	0.452897081
DFNB31	-0.153672083	0.453080105
AGTPBP1	0.24031875	0.453141591
GUCA1B	0.098568333	0.453157181
LDLRAD1	-0.060573333	0.453167619
CYP4F8	-0.056750833	0.453206541
PTP4A1	0.200514583	0.45322233
KRTAP1-5	-0.040892083	0.453232154
KRTAP1-5	-0.040892083	0.453232154
TGFA	-0.207562083	0.453267241
LOC440446	-0.075220833	0.453278007
CPQ	-0.103850417	0.453292642
TTLL13P	0.075040417	0.453352726
KLHL41	0.053355417	0.453387416
C12orf40	0.039075833	0.453556435
NUP93	0.15714625	0.453558352
DDHD1	0.2280075	0.453617018
TBC1D2	0.105839583	0.453654808
MPZL2	-0.0782425	0.453728253
PICALM	-0.186255	0.453758558
SMYD5	0.102735833	0.45379012
HOXB4	-0.135083333	0.453900222
TMEM259	-0.148910833	0.453902792
GSS	0.10742375	0.453963886
TNFRSF18	-0.094647083	0.453998012
RCHY1	0.190970417	0.454011369
HIGD2A	0.249292917	0.454157269
TMEM39A	-0.1748625	0.454186191
HR	-0.068795417	0.454265836
TMUB2	0.0887275	0.454342111
CALHM3	-0.10858125	0.454453538
RP2	-0.228064167	0.454462023
PPM1L	0.298290417	0.454469546
PABPC1L	0.08332375	0.454678357
C15orf56	-0.0692975	0.454686161
FOXF2	-0.108180417	0.454784043
GLRX	0.512974167	0.45481474
DCTN2	-0.124630417	0.454835007
ANKRD20A19P	-0.087897917	0.454865984
DISP2	-0.085380417	0.454901806
IL12RB1	0.2101875	0.454923255
WWC3	-0.489994583	0.454956359
OBSL1	0.0827125	0.454973904
SLC30A8	0.049827917	0.455059693
UFM1	-0.17707	0.455236218
CCDC166	0.0721425	0.455265409
COBL	0.068813333	0.45535766
TRPC7	0.049200417	0.455425279
RPL18A	0.1279025	0.455471551
SFPQ	-0.113765417	0.455483276
OTUD6A	-0.05000875	0.455495027
ZNF669	0.229248333	0.45553455
SLC12A1	-0.0488175	0.455539926
TMEM140	-0.313769583	0.455547892
BIN3	-0.147860833	0.455655607
CASP8AP2	0.180319167	0.455713915
LRRC66	-0.030076667	0.455717333
A4GALT	0.23631625	0.455748172
CNTN4	-0.218205833	0.455792028
BMP3	-0.633046667	0.455824662
CDC14A	-0.301569167	0.455880808
CHIC2	-0.206328333	0.455922154
NSAP11	0.048820417	0.455937908
CLEC12B	0.045075833	0.45599486
SNORD51	0.210822917	0.456007201
ART5	0.061752083	0.456128837
CCDC124	0.102435	0.456133279
NHP2	0.104844167	0.456187361
XKR9	-0.093634583	0.456275854
TP53AIP1	-0.0734525	0.45630937
C1QTNF3	-0.159499167	0.456346129
SLA2	-0.1132875	0.45634974
ZSCAN5B	-0.111128333	0.45635351
TMEM232	-0.20293	0.45643579
NPPB	-0.129295833	0.45648467
PCDHA8	-0.0489025	0.456571039
TREML2	-0.165308333	0.456592534
GPR139	-0.162095417	0.456800454
NDUFA2	0.1421925	0.456848682
COL19A1	0.104174583	0.456902065
EIF4G3	0.219505	0.456931534
MTMR3	0.158254583	0.456952421
